timestamp,LQI,RSSI,SNR,GPS_latitude,GPS_longitude,GPS_accuracy
2023-04-07 13:19:27,4,-77,6,40.116867,-88.232704,11
2023-04-07 13:19:18,4,-77,7,40.116870,-88.232704,10
2023-04-07 13:19:08,4,-78,7,40.116870,-88.232704,10
2023-04-07 13:18:56,2,-103,-12,40.116873,-88.232704,12
2023-04-07 13:18:46,4,-77,8,40.116880,-88.232704,14
2023-04-07 13:18:37,4,-77,6,40.116880,-88.232704,8
2023-04-07 13:18:27,4,-77,8,40.116880,-88.232704,12
2023-04-07 13:18:18,4,-77,5,40.116880,-88.232697,7
2023-04-07 13:18:08,4,-78,5,40.116880,-88.232697,9
2023-04-07 13:17:56,4,-78,5,40.116873,-88.232691,7
2023-04-07 13:17:46,4,-77,7,40.116867,-88.232691,7
2023-04-07 13:17:37,4,-77,7,40.116854,-88.232691,5
2023-04-07 13:17:26,4,-77,7,40.116848,-88.232691,6
2023-04-07 13:17:18,4,-77,7,40.116848,-88.232678,7
2023-04-07 13:17:07,4,-78,7,40.116864,-88.232678,7
2023-04-07 13:16:58,4,-77,7,40.116864,-88.232678,8
2023-04-07 13:16:48,4,-78,6,40.116873,-88.232672,8
2023-04-07 13:16:36,4,-78,6,40.116873,-88.232672,8
2023-04-07 13:16:26,4,-78,6,40.116867,-88.232665,10
2023-04-07 13:16:17,4,-77,7,40.116864,-88.232665,10
2023-04-07 13:16:08,4,-78,6,40.116864,-88.232665,12
2023-04-07 13:15:57,4,-77,6,40.116864,-88.232665,11
2023-04-07 13:15:48,4,-77,6,40.116864,-88.232652,12
2023-04-07 13:15:38,4,-90,2,40.116790,-88.232608,16
2023-04-07 13:15:26,3,-94,-2,40.116700,-88.232422,20
2023-04-07 13:15:16,4,-89,1,40.116800,-88.232460,20
2023-04-07 13:15:07,4,-86,6,40.116851,-88.232595,39
2023-04-07 13:14:57,4,-89,3,40.116787,-88.232569,17
2023-04-07 13:14:47,4,-88,5,40.116822,-88.232595,10
2023-04-07 13:14:37,4,-79,6,40.116832,-88.232588,8
2023-04-07 13:14:27,4,-72,8,40.116880,-88.232531,7
2023-04-07 13:14:18,4,-75,0,40.116864,-88.232889,5
2023-04-07 13:14:08,4,-77,1,40.116883,-88.233606,6
2023-04-07 13:13:58,5,-67,9,40.116483,-88.233657,5
2023-04-07 13:13:46,4,-71,7,40.116364,-88.233728,6
2023-04-07 13:13:36,5,-70,8,40.116364,-88.233728,6
2023-04-07 13:13:27,5,-70,8,40.116368,-88.233728,5
2023-04-07 13:13:17,2,-103,-9,40.116364,-88.234124,5
2023-04-07 13:13:08,4,-83,6,40.116348,-88.235558,5
2023-04-07 13:12:58,3,-91,1,40.116352,-88.237177,5
2023-04-07 13:12:48,3,-93,-1,40.116336,-88.238624,6
2023-04-07 13:12:36,4,-87,4,40.116348,-88.239072,7
2023-04-07 13:12:26,4,-87,4,40.116348,-88.239072,7
2023-04-07 13:12:17,2,-107,-11,40.116355,-88.239788,6
2023-04-07 13:12:08,5,-56,9,40.116348,-88.241203,7
2023-04-07 13:11:58,5,-58,8,40.116384,-88.242348,11
2023-04-07 13:11:53,4,-83,5,40.115897,-88.242854,8
2023-04-07 13:11:46,4,-74,4,40.115251,-88.243123,7
2023-04-07 13:11:37,3,-93,-5,40.115184,-88.243155,10
2023-04-07 13:11:27,4,-88,1,40.115174,-88.243174,7
2023-04-07 13:11:18,4,-88,1,40.114566,-88.243411,5
2023-04-07 13:11:06,2,-104,-12,40.113267,-88.243462,5
2023-04-07 13:10:57,2,-104,-12,40.112435,-88.243436,5
2023-04-07 13:10:48,4,-84,3,40.112281,-88.243424,5
2023-04-07 13:10:36,4,-84,3,40.112048,-88.243411,5
2023-04-07 13:10:27,4,-84,3,40.111075,-88.243398,6
2023-04-07 13:10:17,4,-84,3,40.110240,-88.243385,5
2023-04-07 13:10:08,4,-82,6,40.109904,-88.243379,4
2023-04-07 13:09:56,4,-86,3,40.109123,-88.243372,4
2023-04-07 13:09:47,4,-79,7,40.107964,-88.243353,4
2023-04-07 13:09:38,4,-79,7,40.105977,-88.243302,4
2023-04-07 13:09:26,4,-83,6,40.104448,-88.243411,4
2023-04-07 13:09:17,2,-106,-10,40.102947,-88.243705,4
2023-04-07 13:09:07,3,-96,-3,40.101452,-88.243993,4
2023-04-07 13:08:58,3,-96,-3,40.100182,-88.244192,4
2023-04-07 13:08:46,2,-103,-8,40.098556,-88.244448,5
2023-04-07 13:08:32,2,-107,-12,40.097936,-88.244563,7
2023-04-07 13:08:23,2,-107,-12,40.097936,-88.244563,8
2023-04-07 13:08:11,2,-107,-12,40.097907,-88.244569,8
2023-04-07 13:08:02,2,-107,-12,40.097907,-88.244569,9
2023-04-07 13:07:53,2,-107,-12,40.097907,-88.244569,10
2023-04-07 13:07:41,2,-104,-9,40.097910,-88.244569,12
2023-04-07 13:07:31,4,-88,2,40.097891,-88.244576,13
2023-04-07 13:07:22,4,-88,2,40.097353,-88.244684,10
2023-04-07 13:07:13,4,-88,2,40.096176,-88.244908,13
2023-04-07 13:07:01,2,-103,-7,40.094768,-88.245190,11
2023-04-07 13:06:52,2,-101,-6,40.094547,-88.244748,11
2023-04-07 13:06:43,1,-112,-15,40.094560,-88.242835,8
2023-04-07 13:06:31,1,-112,-15,40.094566,-88.241606,9
2023-04-07 13:06:17,1,-112,-15,40.094204,-88.241427,9
2023-04-07 13:05:56,2,-109,-13,40.092316,-88.240736,10
2023-04-07 13:05:37,2,-109,-13,40.091491,-88.240492,19
2023-04-07 13:05:18,1,-115,-19,40.091468,-88.240512,84
2023-04-07 11:52:27,2,-101,-7,40.091436,-88.240512,6
2023-04-07 11:52:18,2,-101,-7,40.091526,-88.240537,6
2023-04-07 11:52:07,2,-101,-7,40.092041,-88.240780,5
2023-04-07 11:51:58,2,-101,-7,40.093065,-88.240896,5
2023-04-07 11:51:46,2,-103,-9,40.094150,-88.241395,5
2023-04-07 11:51:38,2,-103,-9,40.094448,-88.241728,4
2023-04-07 11:51:26,4,-82,5,40.094412,-88.243084,5
2023-04-07 11:51:17,4,-82,5,40.094380,-88.244921,6
2023-04-07 11:51:08,4,-82,5,40.094604,-88.245190,7
2023-04-07 11:50:57,4,-84,6,40.094604,-88.245190,8
2023-04-07 11:50:48,4,-83,5,40.094604,-88.245190,8
2023-04-07 11:50:36,4,-83,5,40.094608,-88.245190,7
2023-04-07 11:50:26,4,-88,1,40.094688,-88.245177,6
2023-04-07 11:50:17,1,-111,-16,40.095200,-88.245107,6
2023-04-07 11:50:08,1,-111,-16,40.096297,-88.244979,6
2023-04-07 11:49:56,1,-111,-16,40.097667,-88.244748,6
2023-04-07 11:49:46,2,-109,-14,40.099043,-88.244531,7
2023-04-07 11:49:37,2,-110,-14,40.100883,-88.244236,7
2023-04-07 11:49:28,2,-110,-14,40.102233,-88.244006,4
2023-04-07 11:49:18,2,-110,-14,40.102832,-88.243859,6
2023-04-07 11:49:06,2,-110,-14,40.102832,-88.243852,5
2023-04-07 11:48:48,3,-95,-2,40.104457,-88.243539,6
2023-04-07 11:48:36,4,-83,5,40.106032,-88.243456,6
2023-04-07 11:48:26,4,-82,6,40.108112,-88.243494,6
2023-04-07 11:48:17,4,-82,6,40.109558,-88.243513,6
2023-04-07 11:48:08,4,-77,7,40.110393,-88.243513,6
2023-04-07 11:47:56,4,-77,7,40.110393,-88.243513,7
2023-04-07 11:47:46,4,-81,6,40.110419,-88.243520,7
2023-04-07 11:47:37,2,-102,-8,40.111523,-88.243532,8
2023-04-07 11:47:28,2,-102,-8,40.112451,-88.243552,8
2023-04-07 11:47:18,2,-102,-8,40.112803,-88.243552,10
2023-04-07 11:47:06,3,-98,-5,40.112864,-88.243552,10
2023-04-07 11:46:56,4,-88,0,40.113625,-88.243520,10
2023-04-07 11:46:47,4,-88,-1,40.114928,-88.243481,9
2023-04-07 11:46:38,4,-88,-1,40.115584,-88.243532,15
2023-04-07 11:46:27,4,-77,7,40.116211,-88.243622,7
2023-04-07 11:46:18,4,-77,7,40.116352,-88.243308,8
2023-04-07 11:46:06,4,-88,2,40.116348,-88.243276,7
2023-04-07 11:45:57,4,-78,5,40.116345,-88.243136,6
2023-04-07 11:45:48,4,-78,5,40.116348,-88.242355,8
2023-04-07 11:45:36,5,-67,8,40.116348,-88.242265,9
2023-04-07 11:45:27,5,-53,9,40.116345,-88.242060,7
2023-04-07 11:45:19,2,-109,-14,40.116377,-88.240819,8
2023-04-07 11:45:08,2,-109,-14,40.116364,-88.239648,7
2023-04-07 11:44:56,3,-94,-4,40.116384,-88.238508,6
2023-04-07 11:44:47,3,-94,-4,40.116390,-88.236966,6
2023-04-07 11:44:37,4,-81,6,40.116396,-88.235539,6
2023-04-07 11:44:27,5,-68,10,40.116412,-88.233920,7
2023-04-07 11:44:18,4,-81,6,40.116566,-88.233785,8
2023-04-07 11:44:08,4,-74,8,40.116572,-88.233785,8
2023-04-07 11:43:58,4,-74,7,40.116883,-88.233740,9
2023-04-07 11:43:46,4,-77,7,40.116883,-88.233113,11
2023-04-07 11:43:37,5,-66,8,40.116832,-88.232550,21
2023-04-07 11:43:27,4,-88,4,40.116803,-88.232518,41
2023-04-07 11:43:18,4,-88,4,40.116704,-88.232620,17
2023-04-07 11:43:01,3,-92,0,40.116704,-88.232620,17
2023-04-07 11:42:47,4,-81,6,40.116752,-88.232793,11
2023-04-07 11:42:37,4,-84,4,40.116752,-88.232812,12
2023-04-07 11:42:28,4,-81,5,40.116774,-88.232819,13
2023-04-07 11:42:18,4,-83,3,40.116784,-88.232806,9
2023-04-07 11:42:08,4,-83,3,40.116790,-88.232774,9
2023-04-07 11:41:56,4,-83,4,40.116790,-88.232768,12
2023-04-07 11:41:46,4,-84,4,40.116790,-88.232748,13
2023-04-07 11:41:37,4,-81,5,40.116806,-88.232742,9
2023-04-07 11:41:27,4,-81,5,40.116809,-88.232742,9
2023-04-07 11:41:17,4,-84,3,40.116809,-88.232742,9
2023-04-07 11:41:08,4,-81,5,40.116825,-88.232742,14
2023-04-07 11:40:58,4,-83,4,40.116844,-88.232736,11
2023-04-07 11:40:48,4,-83,4,40.116860,-88.232729,10
2023-04-07 11:40:36,4,-83,4,40.116864,-88.232736,13
2023-04-07 11:40:26,4,-85,3,40.116864,-88.232736,9
2023-04-07 11:40:17,4,-84,3,40.116864,-88.232736,8
2023-04-07 11:40:07,4,-83,4,40.116880,-88.232736,9
2023-04-07 11:39:57,4,-83,3,40.116880,-88.232736,11
2023-04-07 11:39:48,2,-107,-16,40.116889,-88.232729,16
2023-04-07 11:39:38,4,-80,5,40.116889,-88.232672,25
2023-04-07 11:39:29,4,-80,5,40.116880,-88.232678,25
2023-04-07 11:39:16,4,-80,5,40.116832,-88.232736,25
2023-04-07 11:39:06,4,-82,4,40.116835,-88.232710,28
2023-04-07 11:38:57,4,-82,6,40.116867,-88.232672,24
2023-04-07 11:38:47,2,-109,-18,40.116873,-88.232672,24
2023-04-07 11:38:37,4,-83,3,40.116864,-88.232659,32
2023-04-07 11:38:28,4,-83,3,40.116806,-88.232736,16
2023-04-07 11:38:19,4,-83,3,40.116723,-88.232825,13
2023-04-07 11:38:06,4,-82,4,40.116732,-88.232806,15
2023-04-07 11:37:57,4,-81,4,40.116716,-88.232787,16
2023-04-07 11:37:47,4,-81,4,40.116716,-88.232755,21
2023-04-07 11:37:37,4,-83,3,40.116716,-88.232748,11
2023-04-07 11:37:28,4,-85,3,40.116723,-88.232736,17
2023-04-07 11:37:18,4,-84,3,40.116723,-88.232729,14
2023-04-07 11:37:08,4,-83,4,40.116713,-88.232729,11
2023-04-07 11:36:56,4,-83,4,40.116716,-88.232729,10
2023-04-07 11:36:46,2,-110,-18,40.116716,-88.232729,12
2023-04-07 11:36:37,4,-82,2,40.116716,-88.232736,11
2023-04-07 11:36:27,4,-82,3,40.116710,-88.232742,10
2023-04-07 11:36:18,4,-86,1,40.116707,-88.232748,10
2023-04-07 11:36:08,4,-83,3,40.116707,-88.232748,10
2023-04-07 11:35:59,4,-83,3,40.116707,-88.232755,11
2023-04-07 11:35:46,4,-83,3,40.116707,-88.232748,14
2023-04-07 11:35:36,4,-84,4,40.116691,-88.232748,11
2023-04-07 11:35:27,4,-84,4,40.116601,-88.232755,15
2023-04-07 11:35:17,4,-85,2,40.116595,-88.232755,18
2023-04-07 11:35:07,4,-83,4,40.116588,-88.232755,23
2023-04-07 11:34:58,4,-89,-1,40.116569,-88.232768,15
2023-04-07 11:34:48,2,-109,-17,40.116601,-88.232729,15
2023-04-07 11:34:39,2,-109,-17,40.116649,-88.232710,17
2023-04-07 11:34:26,4,-82,4,40.116662,-88.232659,20
2023-04-07 11:34:16,4,-82,4,40.116803,-88.232620,30
2023-04-07 11:34:07,4,-85,2,40.116880,-88.232620,44
2023-04-07 11:33:57,4,-82,0,40.116864,-88.232659,16
2023-04-07 11:33:47,4,-84,2,40.116870,-88.232652,15
2023-04-07 11:33:38,4,-85,2,40.116908,-88.232659,14
2023-04-07 11:33:26,4,-85,2,40.116809,-88.232748,14
2023-04-07 11:33:16,4,-84,2,40.116790,-88.232768,14
2023-04-07 11:33:07,4,-85,2,40.116812,-88.232774,21
2023-04-07 11:32:57,4,-88,-1,40.116825,-88.232768,20
2023-04-07 11:32:47,4,-84,3,40.116825,-88.232768,17
2023-04-07 11:32:38,4,-83,4,40.116844,-88.232793,23
2023-04-07 11:32:28,4,-84,3,40.116784,-88.232825,22
2023-04-07 11:32:18,4,-84,3,40.116716,-88.232825,17
2023-04-07 11:32:06,4,-86,1,40.116585,-88.232857,14
2023-04-07 11:31:56,4,-89,-1,40.116672,-88.232832,21
2023-04-07 11:31:47,4,-86,2,40.116662,-88.232819,28
2023-04-07 11:31:37,4,-85,1,40.116656,-88.232806,57
2023-04-07 11:31:28,4,-84,4,40.116633,-88.232793,84
2023-04-07 11:31:18,4,-84,4,40.116691,-88.232768,56
2023-04-07 11:31:09,4,-84,4,40.116707,-88.232748,32
2023-04-07 11:30:56,4,-83,4,40.116726,-88.232774,42
2023-04-07 11:30:46,4,-82,4,40.116745,-88.232774,26
2023-04-07 11:30:37,4,-85,2,40.116755,-88.232806,29
2023-04-07 11:30:27,4,-82,4,40.116768,-88.232806,30
2023-04-07 11:30:17,4,-81,4,40.116768,-88.232806,27
2023-04-07 11:30:08,4,-82,4,40.116752,-88.232793,18
2023-04-07 11:29:58,4,-83,3,40.116752,-88.232793,18
2023-04-07 11:29:47,4,-82,4,40.116732,-88.232806,15
2023-04-07 11:29:38,4,-82,4,40.116809,-88.232768,15
2023-04-07 11:29:26,4,-82,3,40.116832,-88.232755,15
2023-04-07 11:29:17,4,-80,6,40.116851,-88.232748,15
2023-04-07 11:29:08,4,-84,3,40.116851,-88.232748,11
2023-04-07 11:28:57,4,-83,3,40.116854,-88.232748,14
2023-04-07 11:28:48,4,-83,3,40.116812,-88.232774,15
2023-04-07 11:28:36,4,-83,3,40.116806,-88.232755,10
2023-04-07 11:28:28,4,-83,3,40.116761,-88.232780,13
2023-04-07 11:28:16,4,-82,4,40.116771,-88.232793,18
2023-04-07 11:28:07,4,-81,6,40.116793,-88.232787,20
2023-04-07 11:27:58,4,-81,6,40.116771,-88.232819,13
2023-04-07 11:27:47,4,-82,5,40.116761,-88.232832,14
2023-04-07 11:27:38,4,-82,5,40.116755,-88.232832,9
2023-04-07 11:27:26,4,-82,2,40.116771,-88.232806,12
2023-04-07 11:27:17,4,-82,3,40.116771,-88.232793,12
2023-04-07 11:27:08,4,-82,3,40.116787,-88.232787,15
2023-04-07 11:26:56,4,-81,6,40.116793,-88.232780,22
2023-04-07 11:26:47,4,-82,5,40.116800,-88.232774,13
2023-04-07 11:26:38,4,-82,5,40.116793,-88.232774,12
2023-04-07 11:26:27,4,-81,5,40.116800,-88.232787,14
2023-04-07 11:26:18,4,-81,5,40.116806,-88.232787,13
2023-04-07 11:26:06,4,-83,4,40.116806,-88.232768,12
2023-04-07 11:25:57,4,-81,6,40.116809,-88.232768,10
2023-04-07 11:25:48,4,-81,6,40.116809,-88.232768,8
2023-04-07 11:25:36,4,-83,4,40.116809,-88.232774,10
2023-04-07 11:25:27,4,-83,4,40.116806,-88.232774,10
2023-04-07 11:25:19,4,-83,4,40.116806,-88.232774,12
2023-04-07 11:25:07,4,-83,5,40.116806,-88.232774,13
2023-04-07 11:24:58,4,-83,5,40.116809,-88.232780,9
2023-04-07 11:24:46,4,-83,4,40.116841,-88.232793,13
2023-04-07 11:24:37,4,-83,4,40.116793,-88.232806,19
2023-04-07 11:24:28,4,-83,4,40.116790,-88.232806,12
2023-04-07 11:24:16,4,-82,5,40.116790,-88.232806,18
2023-04-07 11:24:07,4,-82,5,40.116793,-88.232806,11
2023-04-07 11:23:58,4,-82,5,40.116790,-88.232806,8
2023-04-07 11:23:47,4,-83,5,40.116790,-88.232806,9
2023-04-07 11:23:38,4,-82,5,40.116780,-88.232793,10
2023-04-07 11:23:27,4,-83,4,40.116771,-88.232787,13
2023-04-07 11:23:18,4,-81,6,40.116768,-88.232780,15
2023-04-07 11:23:06,4,-83,4,40.116774,-88.232780,17
2023-04-07 11:22:57,4,-82,5,40.116800,-88.232774,12
2023-04-07 11:22:48,4,-84,5,40.116803,-88.232768,10
2023-04-07 11:22:37,4,-84,4,40.116803,-88.232742,11
2023-04-07 11:22:28,4,-84,4,40.116793,-88.232742,14
2023-04-07 11:22:16,4,-82,4,40.116784,-88.232755,9
2023-04-07 11:22:07,4,-84,4,40.116755,-88.232774,10
2023-04-07 11:21:58,4,-84,4,40.116736,-88.232787,9
2023-04-07 11:21:46,4,-83,4,40.116732,-88.232787,12
2023-04-07 11:21:37,4,-83,4,40.116732,-88.232787,9
2023-04-07 11:21:29,4,-82,5,40.116761,-88.232787,9
2023-04-07 11:21:17,4,-81,6,40.116764,-88.232793,12
2023-04-07 11:21:08,4,-83,4,40.116780,-88.232812,13
2023-04-07 11:20:56,4,-83,4,40.116793,-88.232812,9
2023-04-07 11:20:47,4,-83,5,40.116800,-88.232812,12
2023-04-07 11:20:38,4,-83,5,40.116784,-88.232812,10
2023-04-07 11:20:26,4,-83,4,40.116768,-88.232812,9
2023-04-07 11:20:17,4,-81,5,40.116764,-88.232806,11
2023-04-07 11:20:08,4,-81,5,40.116755,-88.232793,10
2023-04-07 11:19:56,4,-83,6,40.116748,-88.232787,9
2023-04-07 11:19:48,4,-83,6,40.116745,-88.232787,11
2023-04-07 11:19:36,4,-83,4,40.116748,-88.232780,13
2023-04-07 11:19:27,4,-82,5,40.116748,-88.232780,12
2023-04-07 11:19:18,4,-82,5,40.116774,-88.232787,12
2023-04-07 11:19:06,4,-84,4,40.116793,-88.232793,16
2023-04-07 11:18:57,4,-81,6,40.116809,-88.232825,11
2023-04-07 11:18:48,4,-81,6,40.116816,-88.232838,12
2023-04-07 11:18:36,4,-82,5,40.116825,-88.232838,15
2023-04-07 11:18:28,4,-83,4,40.116835,-88.232870,11
2023-04-07 11:18:16,4,-82,5,40.116835,-88.232870,12
2023-04-07 11:18:07,4,-82,6,40.116816,-88.232864,17
2023-04-07 11:17:58,4,-82,6,40.116784,-88.232825,14
2023-04-07 11:17:46,4,-81,6,40.116764,-88.232812,15
2023-04-07 11:17:38,4,-81,6,40.116755,-88.232793,17
2023-04-07 11:17:26,4,-82,5,40.116755,-88.232774,20
2023-04-07 11:17:17,4,-83,4,40.116748,-88.232768,13
2023-04-07 11:17:08,4,-83,4,40.116748,-88.232768,11
2023-04-07 11:16:56,4,-82,4,40.116752,-88.232780,12
2023-04-07 11:16:47,4,-81,6,40.116764,-88.232780,12
2023-04-07 11:16:38,4,-81,6,40.116793,-88.232780,11
2023-04-07 11:16:27,4,-82,4,40.116803,-88.232774,17
2023-04-07 11:16:18,4,-82,4,40.116806,-88.232768,13
2023-04-07 11:16:06,4,-81,5,40.116822,-88.232768,13
2023-04-07 11:15:57,4,-82,5,40.116800,-88.232793,15
2023-04-07 11:15:48,4,-83,5,40.116790,-88.232819,15
2023-04-07 11:15:36,4,-82,4,40.116742,-88.232851,11
2023-04-07 11:15:27,2,-107,-14,40.116732,-88.232851,13
2023-04-07 11:15:18,4,-82,4,40.116716,-88.232851,17
2023-04-07 11:15:07,4,-84,4,40.116691,-88.232857,14
2023-04-07 11:14:58,4,-84,4,40.116688,-88.232876,15
2023-04-07 11:14:46,4,-81,6,40.116691,-88.232864,27
2023-04-07 11:14:38,4,-81,6,40.116652,-88.232819,44
2023-04-07 11:14:27,4,-81,6,40.116668,-88.232857,47
2023-04-07 11:14:17,4,-82,5,40.116668,-88.232857,47
2023-04-07 11:14:08,4,-81,6,null,null,null
2023-04-07 11:13:57,4,-81,6,40.116851,-88.232736,11
2023-04-07 11:13:46,4,-81,6,40.116851,-88.232736,11
2023-04-07 11:13:38,4,-82,5,40.116851,-88.232736,11
2023-04-07 11:13:28,4,-82,5,40.116835,-88.232742,11
2023-04-07 11:13:16,4,-82,5,40.116832,-88.232748,13
2023-04-07 11:13:08,4,-82,5,40.116800,-88.232755,10
2023-04-07 11:12:57,4,-82,5,40.116800,-88.232755,16
2023-04-07 11:12:46,4,-82,5,40.116787,-88.232755,10
2023-04-07 11:12:38,4,-83,4,40.116784,-88.232780,12
2023-04-07 11:12:27,4,-81,6,40.116774,-88.232787,16
2023-04-07 11:12:18,4,-81,6,40.116764,-88.232787,11
2023-04-07 11:12:07,4,-82,5,40.116764,-88.232787,11
2023-04-07 11:11:56,4,-81,5,40.116793,-88.232806,12
2023-04-07 11:11:48,4,-83,4,40.116809,-88.232806,10
2023-04-07 11:11:37,4,-83,4,40.116825,-88.232793,13
2023-04-07 11:11:26,4,-81,6,40.116825,-88.232787,15
2023-04-07 11:11:18,4,-81,6,40.116825,-88.232787,13
2023-04-07 11:11:07,4,-82,5,40.116809,-88.232755,11
2023-04-07 11:10:58,4,-81,6,40.116771,-88.232748,11
2023-04-07 11:10:47,4,-81,6,40.116764,-88.232742,11
